GRUPO FINANCEIRO;Consultor Comercial;Empresa;Tipo;Pagto;Porte Cliente;Cliente (Razão Social);CNPJ;Operadora;Benefício ;Tipo Receita; Premio Bruto ;% Receita para XIPP; Receita Bruta da Corretora XIPP ;  % Impostos retidos; Impostos retidos ; Receita recebida pela Corretora XIPP ;(%) Impostos sobre receita;  Imposto R$  ; Receita Líquida  ;"% 
Comissão"; Comissão a Pagar ;
Opus;Mario Correa;Mario Correa;Consultor Interno;01/01/2024;Middle;Opus;28.811.839/0001-29;Metlife;Vida;Comissão; R$ 18.674,00 ;7,50%; R$ 1.400,55 ;3,50%; R$ 49,02 ; R$ 1.351,53 ;14,25%; R$ 192,59 ; R$ 1.158,94 ;10,00%; R$ 115,89 ;
Alphaxtec;Leticia Santana;Leticia Santana;Consultor Interno;01/03/2024;Small;Alphaxtec;50.358.595/0001-20;CNU;Saúde;Agenciamento; R$ 1.452,35 ;100,00%; R$ 1.452,35 ;6,50%; R$ 94,40 ; R$ 1.357,95 ;14,25%; R$ 193,51 ; R$ 815,11 ;10,00%; R$ 81,51 ;
Lemasa;Suelen Pereira;Zamboni Pereira;Consultor Interno;01/10/2023;Middle;Lemasa;21.571.621/0001-03;Sul América Companhia de Seguro Saúde;Saúde;Comissão; R$ 28.183,20 ;5,00%; R$ 1.409,16 ;350,00%; R$ 49,32 ; R$ 1.359,84 ;14,25%; R$ 193,78 ; R$ 1.166,06 ;10,00%; R$ 116,61 ;
Rfnet;Suelen Zamboni;Zamboni Pereira;Consultor Interno;01/11/2022;Small;Rfnet;05.515.322/0001-97;CNU;Saúde;Agenciamento; R$ 1.431,86 ;100,00%; R$ 1.431,86 ;5,00%; R$ 71,59 ; R$ 1.360,27 ;14,25%; R$ 193,84 ; R$ 1.166,43 ;20,00%; R$ 233,29 ;
Alta Vista;Claudia Rodrigues;Claudia Rodrigues;Consultor Interno;01/09/2023;Corporate;Alta Vista;09.436.110/0001-75;Sulamérica;Saúde;Comissão; R$ 117.700,83 ;0,12%; R$ 1.412,41 ;350,00%; R$ 49,43 ; R$ 1.362,98 ;14,25%; R$ 194,22 ; R$ 1.168,76 ;10,00%; R$ 116,87 ;
OSF Digital;Fauz Cury;Secury;Parceiro;01/09/2023;Middle;OSF DIGITAL LTDA;06.029.766/0003-47;Bradesco;Saúde;Comissão; R$ 28.250,27 ;5,00%; R$ 1.412,51 ;3,50%; R$ 49,44 ; R$ 1.363,08 ;14,25%; R$ 194,24 ; R$ 1.168,84 ;30,00%; R$ 350,65 ;
Alea;Regiane Eugenio;Regiane Eugenio;Consultor Interno;01/01/2024;Corporate;Alea;93.720.464/0103-88;Odontoprev;Odonto;Comissão; R$ 13.869,94 ;10,00%; R$ 1.386,99 ;1,50%; R$ 20,80 ; R$ 1.366,19 ;14,25%; R$ 194,68 ; R$ 705,62 ;10,00%; R$ 70,56 ;
Alea;Regiane Eugenio;Regiane Eugenio;Consultor Interno;01/12/2023;Corporate;Alea;93.720.464/0103-88;Odontoprev;Odonto;Comissão; R$ 13.869,94 ;10,00%; R$ 1.386,99 ;1,50%; R$ 20,80 ; R$ 1.366,19 ;14,25%; R$ 194,68 ; R$ 705,62 ;10,00%; R$ 70,56 ;
Ipam;Rafael Galhardo;Messem;Parceiro;01/03/2024;Small;Ipam;00.627.727/0003-65;Prudential;Vida ;Comissão; R$ 6.942,26 ;20,00%; R$ 1.388,45 ;1,50%; R$ 20,83 ; R$ 1.367,63 ;14,25%; R$ 194,89 ; R$ 1.172,74 ;50,00%; R$ 586,37 ;
Legacy Capital;Regiane Eugenio;Regiane Eugenio;Consultor Interno;01/03/2024;Middle;Legacy Capital;28.674.641/0001-40;Prudential;Vida ;Comissão; R$ 6.942,26 ;20,00%; R$ 1.388,45 ;1,50%; R$ 20,83 ; R$ 1.367,63 ;14,25%; R$ 194,89 ; R$ 586,37 ;10,00%; R$ 58,64 ;
Grupo Sifra;Michelle;Balsamão;Parceiro;01/03/2023;Middle;Sigstech Solucoes Em Tecnologia Ltda;"	27.092.823/0001-40";Bradesco;Saúde;Comissão; R$ 47.647,18 ;3,00%; R$ 1.429,42 ;3,50%; R$ 50,03 ; R$ 1.379,39 ;14,25%; R$ 196,56 ; R$ 1.182,82 ;30,00%; R$ 354,85 ;
Grupo Sifra;Michelle;Balsamão;Parceiro;01/04/2023;Middle;Opiniao Assessoria E Consultoria Ltda;"	04.674.069/0001-51";Bradesco;Saúde;Comissão; R$ 47.676,70 ;3,00%; R$ 1.430,30 ;3,50%; R$ 50,06 ; R$ 1.380,24 ;14,25%; R$ 196,68 ; R$ 1.183,56 ;30,00%; R$ 355,07 ;
Zangari;Mayara Costa;MC Consultoria;Consultor Interno;01/01/2024;Middle;Zangari;43.454.594/0001-13;Seguros Unimed;Saúde;Comissão; R$ 28.644,95 ;5,00%; R$ 1.432,25 ;3,50%; R$ 50,13 ; R$ 1.382,12 ;14,25%; R$ 196,95 ; R$ 1.185,17 ;10,00%; R$ 118,52 ;
Zangari;Mayara Costa;MC Consultoria;Consultor Interno;01/12/2023;Middle;Zangari;43.454.594/0001-13;Seguros Unimed;Saúde;Comissão; R$ 28.644,95 ;5,00%; R$ 1.432,25 ;3,50%; R$ 50,13 ; R$ 1.382,12 ;14,25%; R$ 196,95 ; R$ 1.185,17 ;10,00%; R$ 118,52 ;
Zangari;Mayara Costa;MC Consultoria;Consultor Interno;01/11/2023;Middle;Zangari;43.454.594/0001-13;Seguros Unimed;Saúde;Comissão; R$ 28.644,95 ;5,00%; R$ 1.432,25 ;3,50%; R$ 50,13 ; R$ 1.382,12 ;14,25%; R$ 196,95 ; R$ 1.185,17 ;10,00%; R$ 118,52 ;
Nova Engevix;Suelen Pereira;Zamboni Pereira;Consultor Interno;01/03/2024;Middle;Nova Engevix;00.103.582/0001-31;Bradesco;Saúde;Comissão; R$ 71.623,80 ;2,00%; R$ 1.432,48 ;3,50%; R$ 50,14 ; R$ 1.382,34 ;14,25%; R$ 196,98 ; R$ 1.185,36 ;10,00%; R$ 118,54 ;
Zangari;Mayara Costa;MC Consultoria;Consultor Interno;01/09/2023;Middle;Zangari;43.454.594/0001-13;Unimed;Saúde;Comissão; R$ 28.658,69 ;5,00%; R$ 1.432,94 ;350,00%; R$ 50,15 ; R$ 1.382,79 ;14,25%; R$ 197,05 ; R$ 1.185,74 ;10,00%; R$ 118,57 ;
Reino do Ensino;Leandro Peralta;Leandro Peralta;Consultor Interno;01/11/2022;Middle;Colegio Reino do Ensino Ltda.;07.721.485/0001-51;Prudential;Vida;Agenciamento; R$ 1.433,13 ;100,00%; R$ 1.433,13 ;3,50%; R$ 50,16 ; R$ 1.382,97 ;14,25%; R$ 197,07 ; R$ 1.185,90 ;10,00%; R$ 118,59 ;
Grupo Sifra;Michelle;Balsamão;Parceiro;01/03/2023;Middle;Sigstech Solucoes Em Tecnologia Ltda;"	27.092.823/0001-40";Bradesco;Saúde;Comissão; R$ 47.780,53 ;3,00%; R$ 1.433,42 ;3,50%; R$ 50,17 ; R$ 1.383,25 ;14,25%; R$ 197,11 ; R$ 1.186,13 ;30,00%; R$ 355,84 ;
Cognita;Celso Fernandes;Meira Fernandes;Parceiro;01/02/2024;Middle;Cognita;16.707.495/0001-23;Sulamerica;Saúde;Comissão; R$ 74.028,50 ;2,00%; R$ 1.480,57 ;6,50%; R$ 96,24 ; R$ 1.384,33 ;14,25%; R$ 197,27 ; R$ 515,66 ;30,00%; R$ 154,70 ;
Cognita;Leandro Peralta;Leandro Peralta;Consultor Interno;01/02/2024;Middle;Cognita;16.707.495/0001-23;Sulamérica;Saúde;Comissão; R$ 74.028,50 ;2,00%; R$ 1.480,57 ;6,50%; R$ 96,24 ; R$ 1.384,33 ;14,25%; R$ 197,27 ; R$ 833,24 ;10,00%; R$ 83,32 ;
Mon Ville;Marcelo Natal;MNT Barcelos;Consultor Interno;01/06/2022;Corporate;Mon Ville Restaurantes e Serviços Eireli;30.546.132/0001-84;UNIMED CAMP;SAÚDE;Comissão; R$ 28.837,85 ;5,00%; R$ 1.441,89 ;3,50%; R$ 50,47 ; R$ 1.391,43 ;14,25%; R$ 198,28 ; R$ 1.193,15 ;10,00%; R$ 119,31 ;
Kryptus;Marcelo Natal;MNT Barcelos;Consultor Interno;01/08/2022;Corporate;KRYPTUS;05.761.098/0001-13;AMIL;SAÚDE;Comissão; R$ 29.767,77 ;5,00%; R$ 1.488,39 ;6,50%; R$ 96,75 ; R$ 1.391,64 ;14,25%; R$ 198,31 ; R$ 1.193,33 ;10,00%; R$ 119,33 ;
Kryptus;Marcelo Natal;MNT Barcelos;Consultor Interno;01/07/2022;Corporate;KRYPTUS;05.761.098/0001-13;AMIL;SAÚDE;Comissão; R$ 29.767,77 ;5,00%; R$ 1.488,39 ;6,50%; R$ 96,75 ; R$ 1.391,64 ;14,25%; R$ 198,31 ; R$ 1.193,33 ;10,00%; R$ 119,33 ;
Zangari;Mayara Costa;MC Consultoria;Consultor Interno;01/10/2023;Middle;Zangari;43.454.594/0001-13;Unimed;Saúde;Comissão; R$ 28.876,62 ;5,00%; R$ 1.443,83 ;350,00%; R$ 50,53 ; R$ 1.393,30 ;14,25%; R$ 198,55 ; R$ 1.194,75 ;10,00%; R$ 119,47 ;
Legacy Capital;Regiane Eugenio;Regiane Eugenio;Consultor Interno;01/02/2024;Middle;Legacy Capital;28.674.641/0001-40;Prudential;Vida ;Comissão; R$ 7.097,37 ;20,00%; R$ 1.419,47 ;1,50%; R$ 21,29 ; R$ 1.398,18 ;14,25%; R$ 199,24 ; R$ 599,47 ;10,00%; R$ 59,95 ;
Kryptus;Marcelo Natal;MNT Barcelos;Consultor Interno;01/09/2022;Corporate;KRYPTUS;05.761.098/0001-13;AMIL;SAÚDE;Comissão; R$ 29.957,43 ;5,00%; R$ 1.497,87 ;6,50%; R$ 97,36 ; R$ 1.400,51 ;14,25%; R$ 199,57 ; R$ 1.200,94 ;10,00%; R$ 120,09 ;
Mms Serviços;Suelen Zamboni;Zamboni Pereira;Consultor Interno;01/04/2023;Small;Mms Serviços;48.163.553/0001-91;Amil;Saúde;Agenciamento; R$ 1.424,52 ;100,00%; R$ 1.424,52 ;1,50%; R$ 21,37 ; R$ 1.403,15 ;14,25%; R$ 199,95 ; R$ 1.203,20 ;20,00%; R$ 240,64 ;
Nova Engevix;Suelen Pereira;Zamboni Pereira;Consultor Interno;01/02/2024;Middle;Nova Engevix;00.103.582/0001-31;Bradesco;Saúde;Comissão; R$ 73.185,60 ;2,00%; R$ 1.463,71 ;3,50%; R$ 51,23 ; R$ 1.412,48 ;14,25%; R$ 201,28 ; R$ 1.211,20 ;10,00%; R$ 121,12 ;
Cognita;Celso Fernandes;Meira Fernandes;Parceiro;01/01/2024;Middle;Cognita;16.707.495/0001-23;Sulamerica;Saúde;Comissão; R$ 75.697,50 ;2,00%; R$ 1.513,95 ;6,50%; R$ 98,41 ; R$ 1.415,54 ;14,25%; R$ 201,71 ; R$ 527,29 ;30,00%; R$ 158,19 ;
Cognita;Leandro Peralta;Leandro Peralta;Consultor Interno;01/01/2024;Middle;Cognita;16.707.495/0001-23;Sulamérica;Saúde;Comissão; R$ 75.697,50 ;2,00%; R$ 1.513,95 ;6,50%; R$ 98,41 ; R$ 1.415,54 ;14,25%; R$ 201,71 ; R$ 856,51 ;10,00%; R$ 85,65 ;
Cognita;Leandro Peralta;Leandro Peralta;Consultor Interno;01/12/2023;Middle;Cognita;16.707.495/0001-23;Sulamérica;Saúde;Comissão; R$ 75.697,50 ;2,00%; R$ 1.513,95 ;6,50%; R$ 98,41 ; R$ 1.415,54 ;14,25%; R$ 201,71 ; R$ 856,51 ;10,00%; R$ 85,65 ;
123 Milhas;Dr José;Lajos e Coelho;Parceiro;01/01/2023;Middle;GRUPO ARTVIA;26.669.170/0001-57;UNIMED BH;SAÚDE;Comissão; R$ 30.622,80 ;5,00%; R$ 1.531,14 ;6,50%; R$ 99,52 ; R$ 1.431,62 ;14,25%; R$ 204,01 ; R$ 1.227,61 ;10,00%; R$ 122,76 ;
Mon Ville;Marcelo Natal;MNT Barcelos;Consultor Interno;01/06/2022;Corporate;Mon Ville Restaurantes e Serviços Eireli;30.546.132/0001-84;UNIMED CAMP;SAÚDE;Comissão; R$ 29.737,55 ;5,00%; R$ 1.486,88 ;3,50%; R$ 52,04 ; R$ 1.434,84 ;14,25%; R$ 204,46 ; R$ 1.230,37 ;10,00%; R$ 123,04 ;
Limpidus;Suelen Pereira;Zamboni Pereira;Consultor Interno;01/09/2023;Small;Limpidus;10.664.798/0001-20;GNDI;Saúde;Agenciamento; R$ 1.488,17 ;100,00%; R$ 1.488,17 ;3,50%; R$ 52,09 ; R$ 1.436,08 ;14,25%; R$ 204,64 ; R$ 1.231,44 ;20,00%; R$ 246,29 ;
Ceabs;Marcelo Natal;MNT Barcelos;Consultor Interno;01/03/2023;Middle;Ceabs;"	14.117.458/0001-30";Prudential;VIDA;Agenciamento; R$ 1.459,47 ;100,00%; R$ 1.459,47 ;1,50%; R$ 21,89 ; R$ 1.437,58 ;14,25%; R$ 204,85 ; R$ 1.232,72 ;10,00%; R$ 123,27 ;
Lemasa;Suelen Pereira;Zamboni Pereira;Consultor Interno;01/09/2023;Middle;Lemasa;02.184.151/0001-72;Sulamerica;Saúde;Comissão; R$ 29.891,40 ;5,00%; R$ 1.494,57 ;3,50%; R$ 52,31 ; R$ 1.442,26 ;14,25%; R$ 205,52 ; R$ 1.236,74 ;10,00%; R$ 123,67 ;
Zangari;Mayara Costa;MC Consultoria;Consultor Interno;01/05/2023;Middle;Zangari;"	23.087.726/0001-09";Seguros Unimed;Saúde;Comissão ; R$ 29.961,71 ;5,00%; R$ 1.498,09 ;3,50%; R$ 52,43 ; R$ 1.445,65 ;14,25%; R$ 206,01 ; R$ 1.239,65 ;10,00%; R$ 123,96 ;
Pedro de Almeida;Suelen Zamboni;Zamboni Pereira;Consultor Interno;01/12/2022;Small;Pedro Henrique Barroso de Almeida;45.937.557/0001-91;CNU;Saúde;Agenciamento; R$ 1.523,00 ;100,00%; R$ 1.523,00 ;5,00%; R$ 76,15 ; R$ 1.446,85 ;14,25%; R$ 206,18 ; R$ 1.240,67 ;20,00%; R$ 248,13 ;
123 Milhas;Dr José;Lajos e Coelho;Parceiro;01/06/2022;Middle;GRUPO ARTVIA;26.669.170/0001-57;METLIFE;ODONTO;Comissão; R$ 15.128,86 ;10,00%; R$ 1.512,89 ;3,50%; R$ 52,95 ; R$ 1.459,93 ;14,25%; R$ 208,04 ; R$ 1.251,89 ;10,00%; R$ 125,19 ;
Grupo Sifra;Michelle;Balsamão;Parceiro;01/05/2023;Middle;Opiniao Assessoria E Consultoria Ltda;"	04.674.069/0001-51";Bradesco;Saúde;Comissão; R$ 50.573,85 ;3,00%; R$ 1.517,22 ;3,50%; R$ 53,10 ; R$ 1.464,11 ;14,25%; R$ 208,64 ; R$ 1.255,48 ;30,00%; R$ 376,64 ;
Construtora Castelo;Leticia Santana;Leticia Santana;Consultor Interno;01/03/2024;Small;Construtora Castelo;38.487.277/0001-63;Bradesco;Saúde;Agenciamento; R$ 1.520,79 ;100,00%; R$ 1.520,79 ;3,50%; R$ 53,23 ; R$ 1.467,56 ;14,25%; R$ 209,13 ; R$ 880,90 ;10,00%; R$ 88,09 ;
Lemasa;Suelen Pereira;Zamboni Pereira;Consultor Interno;01/02/2024;Middle;Lemasa;21.571.621/0001-03;Sulamerica;Saúde;Comissão; R$ 30.437,80 ;5,00%; R$ 1.521,89 ;3,50%; R$ 53,27 ; R$ 1.468,62 ;14,25%; R$ 209,28 ; R$ 1.259,34 ;10,00%; R$ 125,93 ;
Clinica Itaim;Suelen Zamboni;Zamboni Pereira;Consultor Interno;01/08/2022;Small;Clinica Dentaria Itaim Odonto LTDA;24.691.344/0001-52;CNU;Saúde;Agenciamento; R$ 1.573,05 ;100,00%; R$ 1.573,05 ;6,50%; R$ 102,25 ; R$ 1.470,80 ;14,25%; R$ 209,59 ; R$ 1.261,21 ;20,00%; R$ 252,24 ;
Listo;Marcelo Natal;MNT Barcelos;Consultor Interno;01/10/2023;Middle;Listo;20.250.105/0001-06;Amil Assistência Médica Internacional S.A.;Saúde;Comissão; R$ 29.887,07 ;5,00%; R$ 1.494,35 ;150,00%; R$ 22,42 ; R$ 1.471,93 ;14,25%; R$ 209,75 ; R$ 1.262,18 ;10,00%; R$ 126,22 ;
Opiniao Assessoria E Consultoria Ltda;Michele Balsamão;Balsamão;Parceiro;01/01/2024;Middle;Opiniao Assessoria E Consultoria Ltda;"	04.674.069/0001-51";Bradesco;Saúde;Comissão; R$ 51.046,40 ;3,00%; R$ 1.531,39 ;3,50%; R$ 53,60 ; R$ 1.477,79 ;14,25%; R$ 210,59 ; R$ 1.267,21 ;30,00%; R$ 380,16 ;
Kryptus;Marcelo Natal;MNT Barcelos;Consultor Interno;01/06/2022;Corporate;KRYPTUS;05.761.098/0001-13;AMIL;SAÚDE;Comissão; R$ 31.639,71 ;5,00%; R$ 1.581,99 ;6,50%; R$ 102,83 ; R$ 1.479,16 ;14,25%; R$ 210,78 ; R$ 1.268,38 ;10,00%; R$ 126,84 ;
Zangari;Mayara Costa;MC Consultoria;Consultor Interno;01/07/2023;Middle;Zangari;"	23.087.726/0001-09";Seguros Unimed;Saúde;Comissão ; R$ 30.815,11 ;5,00%; R$ 1.540,76 ;3,50%; R$ 53,93 ; R$ 1.486,83 ;14,25%; R$ 211,87 ; R$ 1.274,96 ;10,00%; R$ 127,50 ;
Giovanna Informática;Dr José;Lajos e Coelho;Parceiro;01/03/2022;Corporate;GIOVANA INFORMATICA;01.786.343/0001-96;GNDI;SAÚDE;Agenciamento; R$ 1.593,83 ;100,00%; R$ 1.593,83 ;6,50%; R$ 103,60 ; R$ 1.490,23 ;14,25%; R$ 212,36 ; R$ 1.277,87 ;10,00%; R$ 127,79 ;
Giovanna Informática;Dr José;Lajos e Coelho;Parceiro;01/02/2022;Corporate;GIOVANA INFORMATICA;01.786.343/0001-96;GNDI;SAÚDE;Agenciamento; R$ 1.593,83 ;100,00%; R$ 1.593,83 ;6,50%; R$ 103,60 ; R$ 1.490,23 ;14,25%; R$ 212,36 ; R$ 1.277,87 ;10,00%; R$ 127,79 ;
Giovanna Informática;Dr José;Lajos e Coelho;Parceiro;01/01/2022;Corporate;GIOVANA INFORMATICA;01.786.343/0001-96;GNDI;SAÚDE;Agenciamento; R$ 1.593,83 ;100,00%; R$ 1.593,83 ;6,50%; R$ 103,60 ; R$ 1.490,23 ;14,25%; R$ 212,36 ; R$ 1.277,87 ;10,00%; R$ 127,79 ;
Kryptus;Marcelo Natal;MNT Barcelos;Consultor Interno;01/02/2022;Middle;KRYPTUS;05.761.098/0001-13;AMIL;SAÚDE;Comissão; R$ 32.117,98 ;5,00%; R$ 1.605,90 ;6,50%; R$ 104,38 ; R$ 1.501,52 ;14,25%; R$ 213,97 ; R$ 1.287,55 ;10,00%; R$ 128,75 ;
Nova Engevix;Suelen Zamboni;Zamboni Pereira;Consultor Interno;01/07/2023;Middle;Nova Engevix;48.599.233/0001-89;Bradesco;Saúde;Agenciamento; R$ 1.561,80 ;100,00%; R$ 1.561,80 ;3,50%; R$ 54,66 ; R$ 1.507,14 ;14,25%; R$ 214,77 ; R$ 1.292,37 ;10,00%; R$ 129,24 ;
Nova Engevix;Suelen Zamboni;Zamboni Pereira;Consultor Interno;01/07/2023;Middle;Nova Engevix;47.992.010/0001-14;Bradesco;Saúde;Agenciamento; R$ 1.561,80 ;100,00%; R$ 1.561,80 ;3,50%; R$ 54,66 ; R$ 1.507,14 ;14,25%; R$ 214,77 ; R$ 1.292,37 ;10,00%; R$ 129,24 ;
Nova Engevix;Suelen Pereira;Zamboni Pereira;Consultor Interno;01/08/2023;Middle;Nova Engevix;00.103.582/0001-31;Bradesco;Saúde;Agenciamento; R$ 1.561,80 ;100,00%; R$ 1.561,80 ;350,00%; R$ 54,66 ; R$ 1.507,14 ;14,25%; R$ 214,77 ; R$ 1.292,37 ;10,00%; R$ 129,24 ;
Nova Engevix;Suelen Pereira;Zamboni Pereira;Consultor Interno;01/08/2023;Middle;Nova Engevix;00.103.582/0001-31;Bradesco;Saúde;Agenciamento; R$ 1.561,80 ;100,00%; R$ 1.561,80 ;350,00%; R$ 54,66 ; R$ 1.507,14 ;14,25%; R$ 214,77 ; R$ 1.292,37 ;10,00%; R$ 129,24 ;
Mon Ville;Marcelo Natal;MNT Barcelos;Consultor Interno;01/08/2022;Corporate;Mon Ville Restaurantes e Serviços Eireli;30.546.132/0001-84;UNIMED CAMP;SAÚDE;Comissão; R$ 31.489,60 ;5,00%; R$ 1.574,48 ;3,50%; R$ 55,11 ; R$ 1.519,37 ;14,25%; R$ 216,51 ; R$ 1.302,86 ;10,00%; R$ 130,29 ;
Lemasa;Suelen Pereira;Zamboni Pereira;Consultor Interno;01/08/2023;Middle;Lemasa;21.571.621/0001-03;Sulamérica;Saúde;Comissão; R$ 31.511,60 ;5,00%; R$ 1.575,58 ;350,00%; R$ 55,15 ; R$ 1.520,43 ;14,25%; R$ 216,66 ; R$ 1.303,77 ;10,00%; R$ 130,38 ;
Lemasa;Suelen Pereira;Zamboni Pereira;Consultor Interno;01/09/2023;Middle;Lemasa;02.184.151/0001-72;Sulamerica;Saúde;Comissão; R$ 31.511,60 ;5,00%; R$ 1.575,58 ;3,50%; R$ 55,15 ; R$ 1.520,43 ;14,25%; R$ 216,66 ; R$ 1.303,77 ;10,00%; R$ 130,38 ;
Kryptus;Marcelo Natal;MNT Barcelos;Consultor Interno;01/03/2022;Middle;KRYPTUS;05.761.098/0001-13;AMIL;SAÚDE;Comissão; R$ 32.694,27 ;5,00%; R$ 1.634,71 ;6,50%; R$ 106,26 ; R$ 1.528,46 ;14,25%; R$ 217,81 ; R$ 1.310,65 ;10,00%; R$ 131,07 ;
Sinalisa;Marcelo Natal;MNT Barcelos;Consultor Interno;01/05/2022;Middle;Sinalisa;61.409.355/0001-23;CNU;SAÚDE;Comissão; R$ 33.085,50 ;5,00%; R$ 1.654,28 ;6,50%; R$ 107,53 ; R$ 1.546,75 ;14,25%; R$ 220,41 ; R$ 1.326,34 ;10,00%; R$ 132,63 ;
Mann Hummel;Flavia Tarosso;FOT;Parceiro;01/08/2022;Middle;Mann Hummel;57.014.862/0011-62;SAUDE SISTEMA;SAÚDE;Comissão; R$ 33.101,68 ;5,00%; R$ 1.655,08 ;6,50%; R$ 107,58 ; R$ 1.547,50 ;14,25%; R$ 220,52 ; R$ 1.326,98 ;10,00%; R$ 132,70 ;
Grupo Sifra;Michelle;Balsamão;Parceiro;01/12/2023;Middle;Opiniao Assessoria E Consultoria Ltda;"	04.674.069/0001-51";Bradesco;Saúde;Comissão; R$ 53.489,32 ;3,00%; R$ 1.604,68 ;3,50%; R$ 56,16 ; R$ 1.548,52 ;14,25%; R$ 220,66 ; R$ 1.327,85 ;30,00%; R$ 398,36 ;
OSF Digital;Fauz Cury;Secury;Parceiro;01/05/2023;Middle;OSF DIGITAL LTDA;06.029.766/0002-66;Bradesco;Saúde;Agenciamento; R$ 1.694,55 ;95,00%; R$ 1.609,82 ;3,50%; R$ 56,34 ; R$ 1.553,48 ;14,25%; R$ 221,37 ; R$ 1.332,11 ;30,00%; R$ 399,63 ;
Listo;Marcelo Natal;MNT Barcelos;Consultor Interno;01/02/2023;Middle;Listo;31.862.653/0001-03;Amil;SAÚDE;Comissão; R$ 31.629,66 ;5,00%; R$ 1.581,48 ;1,50%; R$ 23,72 ; R$ 1.557,76 ;14,25%; R$ 221,98 ; R$ 1.335,78 ;10,00%; R$ 133,58 ;
Grupo Sifra;Michelle;Balsamão;Parceiro;01/11/2023;Middle;Opiniao Assessoria E Consultoria Ltda;"	04.674.069/0001-51";Bradesco;Saúde;Comissão; R$ 54.246,35 ;3,00%; R$ 1.627,39 ;3,50%; R$ 56,96 ; R$ 1.570,43 ;14,25%; R$ 223,79 ; R$ 1.346,65 ;30,00%; R$ 403,99 ;
Grupo Sifra;Michelle;Balsamão;Parceiro;01/08/2023;Middle;Opiniao Assessoria E Consultoria Ltda;"	04.674.069/0001-51";Bradesco;Saúde;Comissão; R$ 54.404,88 ;3,00%; R$ 1.632,15 ;3,50%; R$ 57,13 ; R$ 1.575,02 ;14,25%; R$ 224,44 ; R$ 1.350,58 ;30,00%; R$ 405,17 ;
Mon Ville;Marcelo Natal;MNT Barcelos;Consultor Interno;01/07/2022;Corporate;Mon Ville Restaurantes e Serviços Eireli;30.546.132/0001-84;UNIMED CAMP;SAÚDE;Comissão; R$ 32.815,60 ;5,00%; R$ 1.640,78 ;3,50%; R$ 57,43 ; R$ 1.583,35 ;14,25%; R$ 225,63 ; R$ 1.357,72 ;10,00%; R$ 135,77 ;
Mon Ville;Marcelo Natal;MNT Barcelos;Consultor Interno;01/08/2022;Corporate;Mon Ville Restaurantes e Serviços Eireli;30.546.132/0001-84;UNIMED CAMP;SAÚDE;Comissão; R$ 32.815,60 ;5,00%; R$ 1.640,78 ;3,50%; R$ 57,43 ; R$ 1.583,35 ;14,25%; R$ 225,63 ; R$ 1.357,72 ;10,00%; R$ 135,77 ;
Ipam;Regiane Eugenio;Regiane Eugenio;Consultor Interno;01/03/2024;Small;Ipam;00.627.727/0003-65;Bradesco;Saúde;Comissão; R$ 82.046,67 ;2,00%; R$ 1.640,93 ;3,50%; R$ 57,43 ; R$ 1.583,50 ;14,25%; R$ 225,65 ; R$ 664,85 ;10,00%; R$ 66,49 ;
Pantera Imoveis;Gisleide dos Santos;GR dos Santos;Consultor Interno;01/04/2023;Small;Pantera Imoveis;"	47.065.796/0001-24";GNDI;Saúde;Agenciamento; R$ 1.699,00 ;100,00%; R$ 1.699,00 ;6,50%; R$ 110,44 ; R$ 1.588,57 ;14,25%; R$ 226,37 ; R$ 1.362,19 ;20,00%; R$ 272,44 ;
Sinalisa;Marcelo Natal;MNT Barcelos;Consultor Interno;01/01/2023;Corporate;SINALISA;42.147.421/0001-90;SULAMERICA;SAÚDE;Comissão; R$ 32.937,40 ;5,00%; R$ 1.646,87 ;3,50%; R$ 57,64 ; R$ 1.589,23 ;14,25%; R$ 226,47 ; R$ 1.362,76 ;10,00%; R$ 136,28 ;
Sinalisa;Marcelo Natal;MNT Barcelos;Consultor Interno;01/02/2023;Corporate;SINALISA;42.147.421/0001-90;SULAMERICA;SAÚDE;Comissão; R$ 32.937,40 ;5,00%; R$ 1.646,87 ;3,50%; R$ 57,64 ; R$ 1.589,23 ;14,25%; R$ 226,47 ; R$ 1.362,76 ;10,00%; R$ 136,28 ;
Metalus;Juliana Boldrini;Juliana Boldrini;Consultor Interno;01/09/2023;Middle;Metalus;77.507.796/0001-06;Amil;Odonto;Agenciamento; R$ 1.619,27 ;100,00%; R$ 1.619,27 ;150,00%; R$ 24,29 ; R$ 1.594,98 ;14,25%; R$ 227,28 ; R$ 1.367,70 ;10,00%; R$ 136,77 ;
Alea;Regiane Eugenio;Regiane Eugenio;Consultor Interno;01/02/2024;Corporate;Alea;93.720.464/0103-88;Odontoprev;Odonto;Comissão; R$ 16.205,93 ;10,00%; R$ 1.620,59 ;1,50%; R$ 24,31 ; R$ 1.596,28 ;14,25%; R$ 227,47 ; R$ 1.043,98 ;10,00%; R$ 104,40 ;
Mann Hummel;Flavia Tarosso;FOT;Parceiro;01/06/2022;Middle;Mann Hummel;57.014.862/0011-62;SAUDE SISTEMA;SAÚDE;Comissão; R$ 34.194,66 ;5,00%; R$ 1.709,73 ;6,50%; R$ 111,13 ; R$ 1.598,60 ;14,25%; R$ 227,80 ; R$ 1.370,80 ;10,00%; R$ 137,08 ;
